cluster_id	questions	answers
cluster-2412	when did daniel radcliffe and laura o'toole broke up?	2008
cluster-2079	what is india's official language?	https://en.wikipedia.org/wiki/english_language
	which is the current official language of india?	https://en.wikipedia.org/wiki/hindi
cluster-436	where did john f kenndy get married?	https://en.wikipedia.org/wiki/st._mary%27s_church_complex_(newport,_rhode_island)
cluster-3243	who is hannah montana baby father?	
cluster-2535	what is the largest plateau in the middle east?	https://en.wikipedia.org/wiki/iranian_plateau
cluster-2883	what is the present population of india with decimal point?	1,338,055,879
cluster-1584	which mountains are bigger the appalachian or the rockies?	https://en.wikipedia.org/wiki/rocky_mountains
cluster-950	who does oliver phelps play in harry potter?	george weasley
cluster-2214	who is older jim bob duggar or michelle duggar?	https://en.wikipedia.org/wiki/jim_bob_duggar
cluster-3880	who plays carrie in the king of queens?	https://en.wikipedia.org/wiki/leah_remini
cluster-1026	the largest city in ecuador?	https://en.wikipedia.org/wiki/guayaquil
cluster-1808	the birth place of bryan donahue?	https://en.wikipedia.org/wiki/quincy,_massachusetts
cluster-1680	who played jan brady on brady bunch?	https://en.wikipedia.org/wiki/jennifer_elise_cox
cluster-2968	what is david mann's wife?	https://en.wikipedia.org/wiki/tamela_mann
cluster-1379	who plays mindy in drake and josh?	https://en.wikipedia.org/wiki/allison_scagliotti
cluster-2529	what is selena gomez first album called?	https://en.wikipedia.org/wiki/stars_dance
cluster-1856	what year was lisa marie presley and michael jackson married?	1994
cluster-2757	what is the 2nd biggest mountain in britain?	https://en.wikipedia.org/wiki/ben_macdui
cluster-596	when did eli manning win his first superbowl?	2007
cluster-3809	what english soccer team play at emirates stadium?	https://en.wikipedia.org/wiki/arsenal_f.c.
cluster-2090	what was mussolini's father's profession?	https://en.wikipedia.org/wiki/blacksmith
cluster-1698	what is the capital of the state that has a border with california and a coastline on the pacific?	https://en.wikipedia.org/wiki/salem,_oregon
cluster-1313	what lake borders pennsylvania and new york?	https://en.wikipedia.org/wiki/lake_erie
cluster-2384	who is micheal jackson son?	michael joseph jackson jr
	what lake touches pennsylvania and ?	prince michael jackson ii
cluster-83	who did john hawkins get married to?	katherine gonson
		margaret vaughan
cluster-299	what bands did frank sinatra play with?	https://en.wikipedia.org/wiki/rat_pack
cluster-220	countries that has been to mars?	https://en.wikipedia.org/wiki/india
		https://en.wikipedia.org/wiki/united_states
		https://en.wikipedia.org/wiki/russia
		https://en.wikipedia.org/wiki/soviet_union
cluster-1608	when did arkanses become the twenty-fifth state?	1836-06-15
cluster-1072	what mountain range runs along italy france and switzerland?	https://en.wikipedia.org/wiki/alps
cluster-18	what is the highest point on france?	https://en.wikipedia.org/wiki/mont_blanc
cluster-3549	which city has the second largest population in australia?	https://en.wikipedia.org/wiki/melbourne
cluster-409	who won the football match between brazil and england?	
cluster-2845	what is the first job of ozzy osbourne?	https://en.wikipedia.org/wiki/plumber
cluster-3234	who was the first us citizen in space?	https://en.wikipedia.org/wiki/alan_shepard
cluster-1981	when was elvis presley's last concert held?	1977-06-26
cluster-1600	who won the rugby world cup in 1995?	https://en.wikipedia.org/wiki/south_africa_national_rugby_union_team
cluster-3378	when was elvis first recording?	1953-07-18
cluster-2674	what is trey songz first love name?	
cluster-2305	what are george bush pets?	https://en.wikipedia.org/wiki/united_states_presidential_pets
cluster-3514	when did the 2002 world cup take place?	2002-05-31
cluster-2773	when did pope pius xii die?	1958-10-09
cluster-2069	who was the leader for graet britain in ww1?	https://en.wikipedia.org/wiki/h._h._asquith
		https://en.wikipedia.org/wiki/david_lloyd_george
cluster-1335	tamela j mann and david mann are married?	1988-07-09
cluster-1769	what are hans cristian andersen's famous story books?	https://en.wikipedia.org/wiki/the_princess_and_the_pea
		https://en.wikipedia.org/wiki/the_little_mermaid
		https://en.wikipedia.org/wiki/the_emperor%27s_new_clothes
		https://en.wikipedia.org/wiki/the_snow_queen
		https://en.wikipedia.org/wiki/the_ugly_duckling
cluster-2842	who was mexico's first indigenous president?	https://en.wikipedia.org/wiki/benito_ju%c3%a1rez
cluster-1945	who did john wilkes booth?	https://en.wikipedia.org/wiki/john_wilkes_booth
cluster-282	what is the largest city in romania?	https://en.wikipedia.org/wiki/bucharest
cluster-609	what river is located south of tigris river and flows eat into the persian gulf?	https://en.wikipedia.org/wiki/euphrates
cluster-2844	what is harvard university population?	22,000
cluster-2367	what country separates russia and pakistan?	https://en.wikipedia.org/wiki/afghanistan
cluster-2689	what is the first action film made?	https://en.wikipedia.org/wiki/the_great_train_robbery_(1903_film)
cluster-1323	who is the husband of mariah carey?	https://en.wikipedia.org/wiki/nick_cannon
cluster-1964	who was the captain for france soccer team?	https://en.wikipedia.org/wiki/hugo_lloris
cluster-2555	what day did harry s truman get married?	1919-06-28
cluster-2263	who were janet jackson's husbands?	https://en.wikipedia.org/wiki/james_debarge
	who is the french soccer captain?	https://en.wikipedia.org/wiki/wissam_al_mana
cluster-1819	who did the miami dolphins beat to get their second superbowl win?	https://en.wikipedia.org/wiki/minnesota_vikings
cluster-3295	first human in mars?	
cluster-2784	who was the first actor to play superman on tv?	https://en.wikipedia.org/wiki/george_reeves
cluster-1052	who is older hillary or haylie duff?	https://en.wikipedia.org/wiki/haylie_duff
cluster-3197	what is canadas major language?	https://en.wikipedia.org/wiki/english_language
cluster-1752	what movies are michael angarano on?	https://en.wikipedia.org/wiki/almost_famous
	every movie michael angarano has been in?	https://en.wikipedia.org/wiki/haywire_(film)
	what films did micheal angarano star in?	https://en.wikipedia.org/wiki/wild_card_(2015_film)
	what films did michael angarano play in?	https://en.wikipedia.org/wiki/the_art_of_getting_by
	what movies has michael angarano starred in?	https://en.wikipedia.org/wiki/lords_of_dogtown
	what are the movies michael angarano has been in?	https://en.wikipedia.org/wiki/the_brass_teapot
		https://en.wikipedia.org/wiki/the_forbidden_kingdom
		https://en.wikipedia.org/wiki/red_state_(2011_film)
		https://en.wikipedia.org/wiki/sky_high_(2005_film)
		https://en.wikipedia.org/wiki/the_english_teacher_(film)
		https://en.wikipedia.org/wiki/gentlemen_broncos
cluster-211	what is the longest river in da world?	https://en.wikipedia.org/wiki/nile
cluster-766	what is the state or body of water between wisconsin and michigan?	https://en.wikipedia.org/wiki/menominee_river
cluster-2345	what city was destroyed by fire in 1871?	https://en.wikipedia.org/wiki/chicago
cluster-3798	what is newman name from seinfield?	
cluster-1143	what is danielle campbell famous for?	https://en.wikipedia.org/wiki/starstruck_(2010_film)
cluster-2205	what role did hernan cortes play in the fall of the aztec empire?	https://en.wikipedia.org/wiki/fall_of_tenochtitlan
cluster-1150	what small african nation is bordered by kenya tanzania sudan and zaire and it starts with the letter u?	https://en.wikipedia.org/wiki/uganda
cluster-1267	what college did jackie ropinson attended?	https://en.wikipedia.org/wiki/university_of_california,_los_angeles
cluster-3227	which is the smallest country in the greater antilles?	https://en.wikipedia.org/wiki/cayman_islands
cluster-1612	what team did nani play for in 2006?	https://en.wikipedia.org/wiki/sporting_clube_de_portugal
cluster-2706	who was the first female to win an academy award?	https://en.wikipedia.org/wiki/janet_gaynor
cluster-1057	what year did settlers first arrive in america	1788
cluster-3848	when was will stared his first movie?	1992
cluster-2466	who is randy orton married to?	kim marie kessler
cluster-1556	what supplies did australia give to korea in the korean war?	https://en.wikipedia.org/wiki/australia_in_the_korean_war
cluster-3539	where did ben carson go to college at?	https://en.wikipedia.org/wiki/concordia_college_(moorhead,_minnesota)
cluster-3842	david beckham games on loan?	
cluster-290	who is the father of diana ross?	fred ross, sr.
cluster-3049	usa population in 2009?	306,800,000
cluster-456	in what year was jonathan swift's 'gulliver's travels' first published?	1726-10-28
cluster-3710	who originally sang i just died in your arms tonight?	https://en.wikipedia.org/wiki/cutting_crew
cluster-3046	what is the population of bakersfield?	373,640
cluster-3255	which places in burkina faso speak french?	https://en.wikipedia.org/wiki/ouagadougou
cluster-187	what was the first satellite launched into space by the soviet?	https://en.wikipedia.org/wiki/sputnik_1
cluster-3803	what county is greeley colorado in?	https://en.wikipedia.org/wiki/weld_county,_colorado
cluster-2656	who was the winner of the first filmfare award for best actor?	https://en.wikipedia.org/wiki/dilip_kumar
cluster-535	what is south carolinas state capital named after?	https://en.wikipedia.org/wiki/christopher_columbus
cluster-112	who was the first american to enter outer space?	https://en.wikipedia.org/wiki/alan_shepard
cluster-2330	date and year when the second president of botswana retired?	1998-03-31
cluster-3278	who is stephen fordham?	
cluster-3142	one song mozart wrote?	https://en.wikipedia.org/wiki/symphony_no._1_(mozart)
cluster-3841	what kind of sports did prince royce like to do?	
cluster-3758	who was harry truman married to in office?	https://en.wikipedia.org/wiki/bess_truman
cluster-2999	what was theodor seuss geisle's first wife's name?	https://en.wikipedia.org/wiki/helen_palmer_(author)
cluster-479	which players have played cricket for both the countries of india and pakistan?	https://en.wikipedia.org/wiki/gul_mohammad
	who played cricket for both india and pakistan?	https://en.wikipedia.org/wiki/abdul_hafeez_kardar
	which player has played cricket for pakistan and india both?	https://en.wikipedia.org/wiki/amir_elahi
cluster-3297	what is the largest province in canada by area?	https://en.wikipedia.org/wiki/nunavut
cluster-1829	who is louis jouliet?	https://en.wikipedia.org/wiki/louis_jolliet
cluster-2852	what kansas woman became the first mayor in the world?	https://en.wikipedia.org/wiki/susanna_m._salter
cluster-2806	what did bing crosby die of?	https://en.wikipedia.org/wiki/myocardial_infarction
cluster-894	who was poland's fist winner of the nobel prize in literature?	https://en.wikipedia.org/wiki/henryk_sienkiewicz
cluster-2076	indonesia consists of many islands which island has the largest number of people?	https://en.wikipedia.org/wiki/java
cluster-3796	when was robert lincoln born and died?	1926-07-26
		1843-08-01
cluster-1058	what was one law that lyndon johnson signed or vetoed?	https://en.wikipedia.org/wiki/civil_rights_act_of_1957
cluster-88	which county in florida has the least population?	https://en.wikipedia.org/wiki/liberty_county,_florida
cluster-1883	what is scotlands biggest city?	https://en.wikipedia.org/wiki/glasgow
cluster-3421	at which award show did the jonas brothers win favourite band at?	https://en.wikipedia.org/wiki/nickelodeon_kids%27_choice_awards
cluster-1011	what address do rober and kristen steward live at?	
cluster-2543	what religion was frank lucas' mother?	
cluster-831	what is the first year mickle jacson did the first moon walk?	1983-03-25
cluster-2948	who r the 4 political parties running for prime minister canada?	https://en.wikipedia.org/wiki/liberal_party_of_canada
		https://en.wikipedia.org/wiki/conservative_party_of_canada
cluster-2012	the 5 largest cities in georgia are?	https://en.wikipedia.org/wiki/augusta,_georgia
	what is the 5 largest cities in georgia?	https://en.wikipedia.org/wiki/savannah,_georgia
cluster-1577	who was the first women appointed as state governor from kerala?	https://en.wikipedia.org/wiki/sarojini_naidu
cluster-1857	what novel did steinbeck write about a dog?	https://en.wikipedia.org/wiki/travels_with_charley
cluster-3612	which religion came first buddhist or islam?	https://en.wikipedia.org/wiki/buddhism
cluster-1868	what is the actors name who plays the jewish boy in the movie the boy with the striped pyjamas?	https://en.wikipedia.org/wiki/jack_scanlon
cluster-377	what is the largest mediterranean island?	https://en.wikipedia.org/wiki/sicily
cluster-2299	who did bear bryant coach for?	https://en.wikipedia.org/wiki/kentucky_wildcats_football
	where did bryant coach?	https://en.wikipedia.org/wiki/maryland_terrapins_football
	what is the largest island in the in the mediterranean?	https://en.wikipedia.org/wiki/alabama_crimson_tide_football
		https://en.wikipedia.org/wiki/texas_a%26m_aggies_football
cluster-53	what sea does the colorado river dump into?	https://en.wikipedia.org/wiki/gulf_of_california
cluster-3657	what european country was 1st winner of the new fifa world cup trophy?	https://en.wikipedia.org/wiki/italy
cluster-101	what high school did barbara jordan go to?	https://en.wikipedia.org/wiki/wheatley_high_school_(houston)
cluster-1731	what movie did steven strait play in?	https://en.wikipedia.org/wiki/the_covenant_(film)
	what school did barbara jordan go to in high school?	https://en.wikipedia.org/wiki/10,000_bc_(film)
	which schools did barbara jordan go to?	https://en.wikipedia.org/wiki/after_(2012_film)
		extra credit and arthur darks
		https://en.wikipedia.org/wiki/undiscovered
		https://en.wikipedia.org/wiki/stop-loss_(film)
		https://en.wikipedia.org/wiki/city_island_(film)
		hot
		https://en.wikipedia.org/wiki/sky_high_(2005_film)
cluster-1105	what is the name of new mexico capital?	https://en.wikipedia.org/wiki/santa_fe,_new_mexico
cluster-1295	what college did georg hw bush go to?	https://en.wikipedia.org/wiki/yale_university
cluster-675	what is brittany spears childrens fathers?	https://en.wikipedia.org/wiki/kevin_federline
cluster-2360	where is frsnk lucas mother?	mahalee lucas
cluster-1251	what award did john steinbeck win for his work?	https://en.wikipedia.org/wiki/nobel_prize_in_literature
cluster-2277	what are the seven longest rivers in south america?	https://en.wikipedia.org/wiki/tocantins_river
cluster-3460	what were king arthurs membership?	https://en.wikipedia.org/wiki/round_table
cluster-2245	who did president obama run against in 2008?	https://en.wikipedia.org/wiki/john_mccain
cluster-1773	what place did barack obama marry michelle obama?	https://en.wikipedia.org/wiki/trinity_united_church_of_christ
cluster-3260	who are humphry davy's parents?	robert davy
		grace millett
cluster-3740	who is dores roberts?	https://en.wikipedia.org/wiki/doris_roberts
cluster-2951	what is the zip code for leesville louisiana?	71446
		71496
cluster-2250	where and when did arthur conan doyle die?	https://en.wikipedia.org/wiki/crowborough
cluster-3192	oscar winner in 1988?	https://en.wikipedia.org/wiki/vittorio_storaro
cluster-2218	what city is ben gurion airport in?	https://en.wikipedia.org/wiki/tel_aviv
cluster-2848	when did colon discovered america?	https://en.wikipedia.org/wiki/christopher_columbus
cluster-3956	what year was john and edward born?	1991
cluster-1067	where chris benoit die?	https://en.wikipedia.org/wiki/fayetteville,_georgia
cluster-3114	name of madonna's first ever single?	https://en.wikipedia.org/wiki/everybody_(madonna_song)
cluster-81	which us presidents graduated from yale and harvard?	https://en.wikipedia.org/wiki/george_w._bush
cluster-493	what countries are neighbouring germany?	https://en.wikipedia.org/wiki/switzerland
	neighbouring countries of germany?	https://en.wikipedia.org/wiki/luxembourg
	nearest neighbouring country of germany?	https://en.wikipedia.org/wiki/belgium
		https://en.wikipedia.org/wiki/austria
		https://en.wikipedia.org/wiki/poland
		https://en.wikipedia.org/wiki/netherlands
		https://en.wikipedia.org/wiki/denmark
		https://en.wikipedia.org/wiki/czech_republic
		https://en.wikipedia.org/wiki/france
cluster-2429	who was julius caesars mom?	https://en.wikipedia.org/wiki/aurelia_cotta
cluster-2533	what state borders colorado to west?	https://en.wikipedia.org/wiki/utah
cluster-1559	what wars have america been in since world war 1?	https://en.wikipedia.org/wiki/vietnam_war
	what borders colorado on the west?	https://en.wikipedia.org/wiki/allied_intervention_in_the_russian_civil_war
	what state borders colorado on the west?	https://en.wikipedia.org/wiki/1958_lebanon_crisis
		https://en.wikipedia.org/wiki/world_war_ii
		https://en.wikipedia.org/wiki/posey_war
		https://en.wikipedia.org/wiki/korean_war
		https://en.wikipedia.org/wiki/gulf_war
cluster-2592	what does the motto for alaska mean?	the motto is meant to represent alaska as a land of promise.
cluster-869	what year did halle berry win the oscar award for monster ball's?	2002
cluster-273	what is the greatest population center in california?	https://en.wikipedia.org/wiki/san_diego
	when did halle berry win the oscars?	https://en.wikipedia.org/wiki/san_jose,_california
		https://en.wikipedia.org/wiki/los_angeles
cluster-1085	when did britain go to war with germany?	1939
cluster-1849	when did canada become a common wealth?	1931
cluster-3946	who is the current chairman of mississippi?	https://en.wikipedia.org/wiki/joe_nosef
cluster-521	what illness did sait elizabeth of hungray die from?	
cluster-1924	when did vincent von gogh die?	1890-07-29
cluster-2388	who took control of the suez canal?	https://en.wikipedia.org/wiki/egypt
cluster-1356	what river borders germany and france?	https://en.wikipedia.org/wiki/rhine
cluster-2510	what did jackie joyner kersee study in college?	
cluster-3389	who does sean bean play in percy jackson?	https://en.wikipedia.org/wiki/zeus
cluster-2601	where does justin bieber dad live?	https://en.wikipedia.org/wiki/ontario
cluster-2549	what was roalds dahl wife name?	felicity d'abreu crosland
	who was roald dahls wife?	https://en.wikipedia.org/wiki/patricia_neal
cluster-1955	where was kareem abdul jabbar born?	https://en.wikipedia.org/wiki/new_york_city
cluster-3245	what is lagos state in nigeria postal code?	100001
cluster-1548	what leader attribut does elizabeth arden have?	
cluster-1491	the capital of ecuador?	https://en.wikipedia.org/wiki/quito
cluster-79	what is the tallest mountain in us?	https://en.wikipedia.org/wiki/denali
cluster-3200	who discovered the country chile?	https://en.wikipedia.org/wiki/ferdinand_magellan
cluster-626	what is randy orton's daughter name?	alanna marie orton
cluster-2779	what continents did robert la salle explore?	https://en.wikipedia.org/wiki/gulf_of_mexico
	where did robert la salle explore?	https://en.wikipedia.org/wiki/mississippi_river
	what region did robert la salle explore?	https://en.wikipedia.org/wiki/great_lakes
cluster-2445	which judiciary act established 5 justices?	https://en.wikipedia.org/wiki/judiciary_act_of_1789
cluster-2540	who is jesse mcartney currently dating?	katie peterson
cluster-2931	which state has the longest coast line on the atlantic ocean?	https://en.wikipedia.org/wiki/florida
cluster-1195	what was the first nfl domed stadium?	https://en.wikipedia.org/wiki/astrodome
cluster-2308	where did alicia sacromone compete in?	https://en.wikipedia.org/wiki/2008_summer_olympics
cluster-528	what year was chocolate first sold?	1847
cluster-2088	what is one third of australia made of?	
cluster-2794	who sings come on bounce?	https://en.wikipedia.org/wiki/k7_(musician)
cluster-648	mississippi is largest river in us?	https://en.wikipedia.org/wiki/missouri_river
cluster-3838	what is alabama'a lowest point?	https://en.wikipedia.org/wiki/gulf_of_mexico
cluster-124	what is the biggest dam in the world made by humans?	https://en.wikipedia.org/wiki/tarbela_dam
cluster-506	who are past leaders of algeria?	https://en.wikipedia.org/wiki/chadli_bendjedid
	what is worlds biggest dams?	https://en.wikipedia.org/wiki/mohamed_boudiaf
	what is the biggest hydro dam in the world?	https://en.wikipedia.org/wiki/ferhat_abbas
		https://en.wikipedia.org/wiki/abderrahmane_far%c3%a8s
cluster-3223	what is the 2nd tallest mountain?	https://en.wikipedia.org/wiki/k2
cluster-2341	where was the first flip flop invented?	https://en.wikipedia.org/wiki/ancient_egypt
cluster-1621	where and when did mary shelley write frankenstein?	https://en.wikipedia.org/wiki/geneva
	where was the flip-flop invented?	1816
cluster-1539	what did lorenzo de medici die of?	https://en.wikipedia.org/wiki/gangrene
cluster-1161	what team has most hall of famers in the nba?	https://en.wikipedia.org/wiki/boston_celtics
cluster-3147	brad angelina kids?	vivienne marcheline
	what are the names of pitt and jolies kids?	maddox chivan
		pax thien
		shiloh nouvel
		zahara marley
cluster-2444	what is the capital of poland?	https://en.wikipedia.org/wiki/warsaw
cluster-3667	what does professor flitwick teach in the harry potter series?	charms
cluster-2471	when did patrick henry's first wife sarah die?	1775
cluster-2259	what age was mozart when he wrote his first song?	8 years
cluster-1162	what is the biggest city in hong kong?	https://en.wikipedia.org/wiki/kowloon_city
cluster-2826	who is the first lady that accepted islam?	https://en.wikipedia.org/wiki/khadija_bint_khuwaylid
cluster-2958	what is the religions in the democratic republic of congo?	https://en.wikipedia.org/wiki/kimbanguism
		https://en.wikipedia.org/wiki/christianity
cluster-2407	what country in europe is north of france and south of of the netherlands?	https://en.wikipedia.org/wiki/belgium
cluster-2918	what does it take to get into usc the college?	
cluster-3155	where was john cabot's sons born?	https://en.wikipedia.org/wiki/united_kingdom
		https://en.wikipedia.org/wiki/bristol
cluster-2365	what day did casablanca come into theatres?	1942-11-26
cluster-3721	who did chris binwau die?	2007-06-24
cluster-252	who was julius caesar's dad name?	https://en.wikipedia.org/wiki/gaius_julius_caesar_(proconsul)
cluster-2075	what college did thomas paine attend?	https://en.wikipedia.org/wiki/thetford_grammar_school
cluster-2767	who is the first invented the worms virus in computer?	https://en.wikipedia.org/wiki/robert_tappan_morris
cluster-24	who won the oscar for beast actress in 1982?	https://en.wikipedia.org/wiki/katharine_hepburn
cluster-3659	what movie did tom hanks and meg ryan not star in together?	https://en.wikipedia.org/wiki/forrest_gump
	who won an oscar for best actress in 1982?	https://en.wikipedia.org/wiki/saving_private_ryan
cluster-1582	which body of water touches kazakhstan?	https://en.wikipedia.org/wiki/caspian_sea
	what ocean touches kazakhstan?	https://en.wikipedia.org/wiki/aral_sea
cluster-2052	what city was diana ross born in?	https://en.wikipedia.org/wiki/detroit
cluster-1412	when is justin bieber birthday?	1994-03-01
cluster-2665	when will the 8th house of night book come out?	2011-01-04
cluster-722	who did fiji gain it's independence from?	https://en.wikipedia.org/wiki/great_britain
cluster-471	what was disney first colorful movie?	https://en.wikipedia.org/wiki/snow_white_and_the_seven_dwarfs_(1937_film)
cluster-3875	who helps out south korea during the korean war?	https://en.wikipedia.org/wiki/united_states
cluster-2928	what year did franklin roosevelt became president?	1933
cluster-13	who was mali's first leader?	https://en.wikipedia.org/wiki/sundiata_keita
cluster-1565	in what city or state did the religion of islam start in?	https://en.wikipedia.org/wiki/mecca
cluster-969	what is the second largest city in the us?	https://en.wikipedia.org/wiki/los_angeles
cluster-2122	what is the state capital of south carolina?	https://en.wikipedia.org/wiki/columbia,_south_carolina
cluster-2392	what age did martin luther king graduated?	19 years
cluster-3735	who is jamia samone nash?	https://en.wikipedia.org/wiki/jamia_simone_nash
cluster-2464	who won battle of saratoga freeman's farm?	https://en.wikipedia.org/wiki/kingdom_of_great_britain
cluster-3414	which country does the oldest university located?	https://en.wikipedia.org/wiki/morocco
cluster-2289	what are nevada's representatives?	https://en.wikipedia.org/wiki/dina_titus
	who are the current representatives of nevada?	https://en.wikipedia.org/wiki/jacky_rosen
		https://en.wikipedia.org/wiki/mark_amodei
cluster-2904	what is the largest mountain range in the united states?	https://en.wikipedia.org/wiki/rocky_mountains
cluster-1445	who was elvis presley second wife?	
cluster-977	who won the most champions league titles?	https://en.wikipedia.org/wiki/real_madrid_c.f.
cluster-2247	what university did kate middleton attend?	https://en.wikipedia.org/wiki/university_of_st_andrews
cluster-2192	what are the five largest cities in new mexico?	https://en.wikipedia.org/wiki/santa_fe,_new_mexico
	where did kate middleton study at?	https://en.wikipedia.org/wiki/las_cruces,_new_mexico
	which university did kate middleton go to?	https://en.wikipedia.org/wiki/rio_rancho,_new_mexico
		https://en.wikipedia.org/wiki/roswell,_new_mexico
		https://en.wikipedia.org/wiki/albuquerque,_new_mexico
cluster-1521	what is the state zip code of ohio?	43001
cluster-1705	who were king johns children?	https://en.wikipedia.org/wiki/richard_fitzroy
	what were the names of king john's children?	https://en.wikipedia.org/wiki/joan,_lady_of_wales
		https://en.wikipedia.org/wiki/henry_iii_of_england
		https://en.wikipedia.org/wiki/richard,_1st_earl_of_cornwall
		https://en.wikipedia.org/wiki/joan_of_england,_queen_of_scotland
		https://en.wikipedia.org/wiki/isabella_of_england
		https://en.wikipedia.org/wiki/eleanor_of_leicester
cluster-3812	what is rita simons daughters names?	https://en.wikipedia.org/wiki/rita_simons
cluster-3319	what mountain range runs through parts of czech slovakia and romania?	https://en.wikipedia.org/wiki/carpathian_mountains
cluster-356	when did elvis make his first song?	1953
cluster-327	when did warren taft die?	1930-03-08
cluster-3149	what major issues did president george h w bush face?	https://en.wikipedia.org/wiki/somali_civil_war
		https://en.wikipedia.org/wiki/united_states_invasion_of_panama
		https://en.wikipedia.org/wiki/gulf_war
cluster-2588	when did peter anton die?	
cluster-1310	where did the deciple peter die?	https://en.wikipedia.org/wiki/clementine_chapel
cluster-853	when is the last time the bruins won the stanley cup?	2011
cluster-2287	who developed the first rabies vaccine?	https://en.wikipedia.org/wiki/louis_pasteur
cluster-43	who was katherine paterson husband?	john barstow paterson
cluster-2370	what was the new album of michael jackson when he died?	https://en.wikipedia.org/wiki/michael_jackson%27s_this_is_it_(album)
cluster-3273	what river is on the west side of africa?	https://en.wikipedia.org/wiki/volta_river
	when did the boston last win the stanley cup?	https://en.wikipedia.org/wiki/senegal_river
		https://en.wikipedia.org/wiki/niger_river
cluster-2901	when did diana get marry to charles cornwallis?	1981-07-29
cluster-1297	when did karl benz born?	1844-11-25
cluster-1889	who did ginger rogers marry?	https://en.wikipedia.org/wiki/lew_ayres
	who was ginger rogers marries to?	https://en.wikipedia.org/wiki/jacques_bergerac
	who are the spouses of ginger rogers?	https://en.wikipedia.org/wiki/jack_briggs_(broadcaster)
		https://en.wikipedia.org/wiki/william_marshall_(bandleader)
		https://en.wikipedia.org/wiki/jack_pepper
cluster-1609	what is hannah montana's name in philippine?	https://en.wikipedia.org/wiki/hannah_montana
cluster-3351	when anne got the fever?	
cluster-2770	where did nelson mandela study?	https://en.wikipedia.org/wiki/university_of_fort_hare
cluster-3840	who was sappho's youngest brother?	charaxus
cluster-3559	what did the maya do for recreation?	https://en.wikipedia.org/wiki/mesoamerican_ballgame
cluster-3507	what are five products still made by john deere?	https://en.wikipedia.org/wiki/tractor
		https://en.wikipedia.org/wiki/lawn_mower
		https://en.wikipedia.org/wiki/excavator
		https://en.wikipedia.org/wiki/harvester_(forestry)
cluster-1094	when was the united nations security council created?	1945-10-24
cluster-1681	something no one knows about george handel?	
cluster-630	in what year did gerturde ederle die?	2003-11-30
cluster-2443	who became the first american person to go to outer space?	https://en.wikipedia.org/wiki/alan_shepard
cluster-3412	who was the secretary of state under george bush jr?	https://en.wikipedia.org/wiki/colin_powell
cluster-2988	where is general stonewall jackson buried?	https://en.wikipedia.org/wiki/stonewall_jackson_memorial_cemetery
cluster-1733	what instruments does adam sandler play?	https://en.wikipedia.org/wiki/guitar
cluster-107	when was janet jacksons first concert?	https://en.wikipedia.org/wiki/rhythm_nation_world_tour_1990
cluster-3519	what country was albert michelson from?	https://en.wikipedia.org/wiki/united_states
cluster-2433	when did mj divorce mis?	1996-08-20
cluster-2217	smallest county in minnesota?	https://en.wikipedia.org/wiki/ramsey_county,_minnesota
cluster-2820	what country in middle america has the worlds second largest barrier reef?	https://en.wikipedia.org/wiki/belize
cluster-1871	what are zachary taylor's children names?	ann mackall
	what were zachary taylor children name?	margaret smith
		https://en.wikipedia.org/wiki/sarah_knox_taylor
		octavia pannell
		https://en.wikipedia.org/wiki/richard_taylor_(general)
		https://en.wikipedia.org/wiki/mary_elizabeth_bliss
cluster-2178	what is the name of the largest city in the state of washington?	https://en.wikipedia.org/wiki/seattle
cluster-1348	who was vice president after johnson took office?	https://en.wikipedia.org/wiki/hubert_humphrey
cluster-1227	what is longest river in southern africa?	https://en.wikipedia.org/wiki/orange_river
cluster-2140	who won he afl 1996 premiership?	https://en.wikipedia.org/wiki/north_melbourne_football_club
cluster-92	what is leonard bernstein's mother's name?	jennie bernstein
cluster-1858	when did willow smith have a first song whip my hair?	2010
cluster-1676	when did beckham play for manchester united?	1992-2003
cluster-2695	who played mario and luigi in 'super mario bros'?	https://en.wikipedia.org/wiki/john_leguizamo
	when was david beckhams first professional game as a manchester united player?	https://en.wikipedia.org/wiki/bob_hoskins
cluster-3413	who is walter mondale?	https://en.wikipedia.org/wiki/vice_president_of_the_united_states
		https://en.wikipedia.org/wiki/politician
cluster-3835	what movies did ginger rogers make?	https://en.wikipedia.org/wiki/star_of_midnight
		https://en.wikipedia.org/wiki/top_hat
cluster-1039	who was the first to develop the theory of evolution?	https://en.wikipedia.org/wiki/jean-baptiste_lamarck
cluster-3869	who are sydeny crosby's parents?	troy crosby
		trina forbes-crosby
cluster-3739	when did ludwig purtscheller and hans meyer climb mt kilimanjaro?	1889
cluster-1904	what high school did barbara streisand go to?	https://en.wikipedia.org/wiki/erasmus_hall_high_school
cluster-66	what did prince albert die of?	https://en.wikipedia.org/wiki/typhoid_fever
cluster-288	what husbands did elizabeth taylor have children from?	https://en.wikipedia.org/wiki/mike_todd
	what did prince albert die from?	https://en.wikipedia.org/wiki/michael_wilding_(actor)
cluster-1665	what is population of india?	1,326,801,576
cluster-1503	what city has the highest population rates for 2015?	https://en.wikipedia.org/wiki/shanghai
cluster-1826	what schools did clara barton go to?	clinton liberal institute
cluster-1261	when was andy goldsworthy born and when did he die?	1956-07-26
cluster-3010	when did katie and peter get divorced?	2009-09-08
cluster-3669	what country is between estonia?	
